,equity,drawdown,capital
2021-08-31,179829.93895768654,-0.10052184712874683,188605.73662941155
2021-09-01,183620.02698165347,-0.08156448444054958,188605.73662941155
2021-09-02,178706.80128965274,-0.10613958687174299,188605.73662941155
2021-09-03,181400.1112137602,-0.09266811794010969,188605.73662941155
2021-09-06,179459.79523991686,-0.10237324178241854,188605.73662941155
2021-09-07,179455.30697918948,-0.10239569128383116,188605.73662941155
2021-09-08,178278.68031638648,-0.10828097369793539,188605.73662941155
2021-09-09,178758.26041572637,-0.10588219725165324,188605.73662941155
2021-09-10,176056.1017499976,-0.11939792605355577,188605.73662941155
2021-09-13,177233.4659337213,-0.1135089546877713,188605.73662941155
2021-09-14,175224.00749268712,-0.12355991715425066,188605.73662941155
2021-09-15,177716.53725087622,-0.11109271577572993,188605.73662941155
2021-09-16,174222.00885703464,-0.12857174047577374,188605.73662941155
2021-09-17,176168.1705887705,-0.11883737716676775,188605.73662941155
2021-09-20,179489.70629385527,-0.10222363188040279,188605.73662941155
2021-09-21,181373.2243381365,-0.092802601426912,188605.73662941155
2021-09-22,177827.55213787622,-0.11053743857284179,188605.73662941155
2021-09-23,176773.97951619097,-0.1158072260240412,188605.73662941155
2021-09-24,178426.41241044117,-0.10754204339606066,188605.73662941155
2021-09-27,179149.17806273856,-0.10392689500833747,188605.73662941155
2021-09-28,176680.79556203616,-0.11627331599463353,188605.73662941155
2021-09-29,176836.86335376103,-0.11549269197931641,188605.73662941155
2021-09-30,173218.78589331516,-0.1335896876738582,188605.73662941155
2021-10-01,176644.1415188892,-0.11645665315871304,188605.73662941155
2021-10-04,176025.31666880485,-0.11955190768824757,188605.73662941155
2021-10-05,173746.38446098045,-0.13095073118056397,188605.73662941155
2021-10-06,179599.5957747901,-0.10167398376338654,188605.73662941155
2021-10-07,185614.53871885958,-0.07158828279325707,188605.73662941155
2021-10-08,187468.29156290035,-0.062316132706891486,188605.73662941155
2021-10-11,184578.34606157063,-0.07677113867809571,188605.73662941155
2021-10-12,186502.47205997328,-0.0671469942838633,188605.73662941155
2021-10-13,189811.96763571922,-0.05059347163540164,188605.73662941155
2021-10-14,191124.78904024576,-0.04402696675396906,188605.73662941155
2021-10-15,190131.27104726713,-0.04899637137229038,188605.73662941155
2021-10-18,184948.0699419939,-0.07492184397798597,188605.73662941155
2021-10-19,185529.7336460484,-0.07201246305316503,188605.73662941155
2021-10-20,188994.2640323961,-0.054683483181734334,188605.73662941155
2021-10-21,188993.31042283901,-0.054688252971280764,188605.73662941155
2021-10-22,186516.4212902283,-0.06707722265442011,188605.73662941155
2021-10-25,190176.97500740702,-0.04876776809363832,188605.73662941155
2021-10-26,193256.50402012645,-0.03336449829257325,188605.73662941155
2021-10-27,195036.41099816214,-0.024461712415173222,188605.73662941155
2021-10-28,193888.1826093247,-0.03020495159020771,188605.73662941155
2021-10-29,196134.08492087855,-0.018971337908110675,188605.73662941155
2021-11-01,192595.30537003616,-0.03667169921757671,188605.73662941155
2021-11-02,190831.396393742,-0.04549446586603459,188605.73662941155
2021-11-03,193940.69117110522,-0.02994231287479675,188605.73662941155
2021-11-04,193253.6882833177,-0.03337858211953995,188605.73662941155
2021-11-05,196054.82067671916,-0.019367803904476285,188605.73662941155
2021-11-08,193223.62177818728,-0.03352896956144615,188605.73662941155
2021-11-09,190370.4107214804,-0.0478002362143387,188605.73662941155
2021-11-10,191025.98784040628,-0.044521153212843355,188605.73662941155
2021-11-11,192085.70001137396,-0.0392206568013894,188605.73662941155
2021-11-12,187159.4718569495,-0.06386079529360503,188605.73662941155
2021-11-15,188246.0088607761,-0.05842612572249325,188605.73662941155
2021-11-16,186111.81754379437,-0.0691009803924061,188605.73662941155
2021-11-17,186130.87318421857,-0.06900566738529573,188605.73662941155
2021-11-18,189465.7354206507,-0.05232526510138089,188605.73662941155
2021-11-19,191009.69255044073,-0.044602659425900366,188605.73662941155
2021-11-22,192025.13746561765,-0.03952358014722276,188605.73662941155
2021-11-23,193015.9703746892,-0.03456760585272312,188605.73662941155
2021-11-24,194995.8395970073,-0.024664643524318262,188605.73662941155
2021-11-25,192746.33661670543,-0.03591626712675071,188605.73662941155
2021-11-26,188595.11086869446,-0.05667997805060904,188605.73662941155
2021-11-29,186262.24428026256,-0.06834857195671902,188605.73662941155
2021-11-30,188605.73662941155,-0.05662682983914852,188605.73662941155
